PsetID,Baseline,Program,Outlays,Year
344,March 2011 Baseline,1. Social Security,893,2012
344,March 2011 Baseline,1. Social Security,894,2013
344,March 2011 Baseline,1. Social Security,895,2014
344,March 2011 Baseline,1. Social Security,896,2015
344,March 2011 Baseline,1. Social Security,897,2016
344,March 2011 Baseline,1. Social Security,898,2017
344,March 2011 Baseline,1. Social Security,899,2018
344,March 2011 Baseline,1. Social Security,900,2019
344,March 2011 Baseline,1. Social Security,901,2020
344,March 2011 Baseline,1. Social Security,902,2021
344,March 2011 Baseline,2. Medicare,903,2011
344,March 2011 Baseline,2. Medicare,904,2012
344,March 2011 Baseline,2. Medicare,905,2013
344,March 2011 Baseline,2. Medicare,906,2014
344,March 2011 Baseline,2. Medicare,907,2015
344,March 2011 Baseline,2. Medicare,908,2016
344,March 2011 Baseline,2. Medicare,909,2017
344,March 2011 Baseline,2. Medicare,910,2018
344,March 2011 Baseline,2. Medicare,911,2019
344,March 2011 Baseline,2. Medicare,912,2020
344,March 2011 Baseline,2. Medicare,913,2021
344,March 2011 Baseline,3. Medicaid,914,2011
344,March 2011 Baseline,3. Medicaid,915,2012
344,March 2011 Baseline,3. Medicaid,916,2013
344,March 2011 Baseline,3. Medicaid,917,2014
344,March 2011 Baseline,3. Medicaid,918,2015
344,March 2011 Baseline,3. Medicaid,919,2016
344,March 2011 Baseline,3. Medicaid,920,2017
344,March 2011 Baseline,3. Medicaid,921,2018
344,March 2011 Baseline,3. Medicaid,922,2019
344,March 2011 Baseline,3. Medicaid,923,2020
344,March 2011 Baseline,3. Medicaid,924,2021
344,March 2011 Baseline,4. Other Mandatory,925,2011
344,March 2011 Baseline,4. Other Mandatory,926,2012
344,March 2011 Baseline,4. Other Mandatory,927,2013
344,March 2011 Baseline,4. Other Mandatory,928,2014
344,March 2011 Baseline,4. Other Mandatory,929,2015
344,March 2011 Baseline,4. Other Mandatory,930,2016
344,March 2011 Baseline,4. Other Mandatory,931,2017
344,March 2011 Baseline,4. Other Mandatory,932,2018
344,March 2011 Baseline,4. Other Mandatory,933,2019
344,March 2011 Baseline,4. Other Mandatory,934,2020
344,March 2011 Baseline,4. Other Mandatory,935,2021
344,March 2011 Baseline,5. Discretionary,936,2011
344,March 2011 Baseline,5. Discretionary,937,2012
344,March 2011 Baseline,5. Discretionary,938,2013
344,March 2011 Baseline,5. Discretionary,939,2014
344,March 2011 Baseline,5. Discretionary,940,2015
344,March 2011 Baseline,5. Discretionary,941,2016
344,March 2011 Baseline,5. Discretionary,942,2017
344,March 2011 Baseline,5. Discretionary,943,2018
344,March 2011 Baseline,5. Discretionary,944,2019
344,March 2011 Baseline,5. Discretionary,945,2020
344,March 2011 Baseline,5. Discretionary,946,2021
344,March 2011 Baseline,6. Defense Discretionary,947,2011
344,March 2011 Baseline,6. Defense Discretionary,948,2012
344,March 2011 Baseline,6. Defense Discretionary,949,2013
344,March 2011 Baseline,6. Defense Discretionary,950,2014
344,March 2011 Baseline,6. Defense Discretionary,951,2015
344,March 2011 Baseline,6. Defense Discretionary,952,2016
344,March 2011 Baseline,6. Defense Discretionary,953,2017
344,March 2011 Baseline,6. Defense Discretionary,954,2018
344,March 2011 Baseline,6. Defense Discretionary,955,2019
344,March 2011 Baseline,6. Defense Discretionary,956,2020
344,March 2011 Baseline,6. Defense Discretionary,957,2021
344,March 2011 Baseline,7. Nondefense Discretionary,958,2011
344,March 2011 Baseline,7. Nondefense Discretionary,959,2012
344,March 2011 Baseline,7. Nondefense Discretionary,960,2013
344,March 2011 Baseline,7. Nondefense Discretionary,961,2014
344,March 2011 Baseline,7. Nondefense Discretionary,962,2015
344,March 2011 Baseline,7. Nondefense Discretionary,963,2016
344,March 2011 Baseline,7. Nondefense Discretionary,964,2017
344,March 2011 Baseline,7. Nondefense Discretionary,965,2018
344,March 2011 Baseline,7. Nondefense Discretionary,966,2019
344,March 2011 Baseline,7. Nondefense Discretionary,967,2020
344,March 2011 Baseline,7. Nondefense Discretionary,968,2021
344,March 2011 Baseline,8. Net Interest,969,2011
344,March 2011 Baseline,8. Net Interest,970,2012
344,March 2011 Baseline,8. Net Interest,971,2013
344,March 2011 Baseline,8. Net Interest,972,2014
344,March 2011 Baseline,8. Net Interest,973,2015
344,March 2011 Baseline,8. Net Interest,974,2016
344,March 2011 Baseline,8. Net Interest,975,2017
344,March 2011 Baseline,8. Net Interest,976,2018
344,March 2011 Baseline,8. Net Interest,977,2019
344,March 2011 Baseline,8. Net Interest,978,2020
344,March 2011 Baseline,8. Net Interest,979,2021
344,March 2011 Baseline,9. Total Outlays,980,2011
344,March 2011 Baseline,9. Total Outlays,981,2012
344,March 2011 Baseline,9. Total Outlays,982,2013
344,March 2011 Baseline,9. Total Outlays,983,2014
344,March 2011 Baseline,9. Total Outlays,984,2015
344,March 2011 Baseline,9. Total Outlays,985,2016
344,March 2011 Baseline,9. Total Outlays,986,2017
344,March 2011 Baseline,9. Total Outlays,987,2018
344,March 2011 Baseline,9. Total Outlays,988,2019
344,March 2011 Baseline,9. Total Outlays,989,2020
344,March 2011 Baseline,9. Total Outlays,990,2021
354,August 2011 Baseline,0. Mandatory,991,2011
354,August 2011 Baseline,0. Mandatory,992,2012
354,August 2011 Baseline,0. Mandatory,993,2013
354,August 2011 Baseline,0. Mandatory,994,2014
354,August 2011 Baseline,0. Mandatory,995,2015
354,August 2011 Baseline,0. Mandatory,996,2016
354,August 2011 Baseline,0. Mandatory,997,2017
354,August 2011 Baseline,0. Mandatory,998,2018
354,August 2011 Baseline,0. Mandatory,999,2019
354,August 2011 Baseline,0. Mandatory,"1,000",2020
354,August 2011 Baseline,0. Mandatory,"1,001",2021
354,August 2011 Baseline,1. Social Security,"1,002",2011
354,August 2011 Baseline,1. Social Security,"1,003",2012
354,August 2011 Baseline,1. Social Security,"1,004",2013
354,August 2011 Baseline,1. Social Security,"1,005",2014
354,August 2011 Baseline,1. Social Security,"1,006",2015
354,August 2011 Baseline,1. Social Security,"1,007",2016
354,August 2011 Baseline,1. Social Security,"1,008",2017
354,August 2011 Baseline,1. Social Security,"1,009",2018
354,August 2011 Baseline,1. Social Security,"1,010",2019
354,August 2011 Baseline,1. Social Security,"1,011",2020
354,August 2011 Baseline,1. Social Security,"1,012",2021
354,August 2011 Baseline,2. Medicare,"1,013",2011
354,August 2011 Baseline,2. Medicare,"1,014",2012
354,August 2011 Baseline,2. Medicare,"1,015",2013
354,August 2011 Baseline,2. Medicare,"1,016",2014
354,August 2011 Baseline,2. Medicare,"1,017",2015
354,August 2011 Baseline,2. Medicare,"1,018",2016
354,August 2011 Baseline,2. Medicare,"1,019",2017
354,August 2011 Baseline,2. Medicare,"1,020",2018
354,August 2011 Baseline,2. Medicare,"1,021",2019
354,August 2011 Baseline,2. Medicare,"1,022",2020
354,August 2011 Baseline,2. Medicare,"1,023",2021
354,August 2011 Baseline,3. Medicaid,"1,024",2011
354,August 2011 Baseline,3. Medicaid,"1,025",2012
354,August 2011 Baseline,3. Medicaid,"1,026",2013
354,August 2011 Baseline,3. Medicaid,"1,027",2014
354,August 2011 Baseline,3. Medicaid,"1,028",2015
354,August 2011 Baseline,3. Medicaid,"1,029",2016
354,August 2011 Baseline,3. Medicaid,"1,030",2017
354,August 2011 Baseline,3. Medicaid,"1,031",2018
354,August 2011 Baseline,3. Medicaid,"1,032",2019
354,August 2011 Baseline,3. Medicaid,"1,033",2020
354,August 2011 Baseline,3. Medicaid,"1,034",2021
354,August 2011 Baseline,4. Other Mandatory,"1,035",2011
354,August 2011 Baseline,4. Other Mandatory,"1,036",2012
354,August 2011 Baseline,4. Other Mandatory,"1,037",2013
354,August 2011 Baseline,4. Other Mandatory,"1,038",2014
354,August 2011 Baseline,4. Other Mandatory,"1,039",2015
354,August 2011 Baseline,4. Other Mandatory,"1,040",2016
354,August 2011 Baseline,4. Other Mandatory,"1,041",2017
354,August 2011 Baseline,4. Other Mandatory,"1,042",2018
354,August 2011 Baseline,4. Other Mandatory,"1,043",2019
354,August 2011 Baseline,4. Other Mandatory,"1,044",2020
354,August 2011 Baseline,4. Other Mandatory,"1,045",2021
354,August 2011 Baseline,5. Discretionary,"1,046",2011
354,August 2011 Baseline,5. Discretionary,"1,047",2012
354,August 2011 Baseline,5. Discretionary,"1,048",2013
354,August 2011 Baseline,5. Discretionary,"1,049",2014
354,August 2011 Baseline,5. Discretionary,"1,050",2015
354,August 2011 Baseline,5. Discretionary,"1,051",2016
354,August 2011 Baseline,5. Discretionary,"1,052",2017
354,August 2011 Baseline,5. Discretionary,"1,053",2018
354,August 2011 Baseline,5. Discretionary,"1,054",2019
354,August 2011 Baseline,5. Discretionary,"1,055",2020
354,August 2011 Baseline,5. Discretionary,"1,056",2021
354,August 2011 Baseline,6. Defense Discretionary,"1,057",2011
354,August 2011 Baseline,6. Defense Discretionary,"1,058",2012
354,August 2011 Baseline,6. Defense Discretionary,"1,059",2013
354,August 2011 Baseline,6. Defense Discretionary,"1,060",2014
354,August 2011 Baseline,6. Defense Discretionary,"1,061",2015
354,August 2011 Baseline,6. Defense Discretionary,"1,062",2016
354,August 2011 Baseline,6. Defense Discretionary,"1,063",2017
354,August 2011 Baseline,6. Defense Discretionary,"1,064",2018
354,August 2011 Baseline,6. Defense Discretionary,"1,065",2019
354,August 2011 Baseline,6. Defense Discretionary,"1,066",2020
354,August 2011 Baseline,6. Defense Discretionary,"1,067",2021
354,August 2011 Baseline,7. Nondefense Discretionary,"1,068",2011
354,August 2011 Baseline,7. Nondefense Discretionary,"1,069",2012
354,August 2011 Baseline,7. Nondefense Discretionary,"1,070",2013
354,August 2011 Baseline,7. Nondefense Discretionary,"1,071",2014
354,August 2011 Baseline,7. Nondefense Discretionary,"1,072",2015
354,August 2011 Baseline,7. Nondefense Discretionary,"1,073",2016
354,August 2011 Baseline,7. Nondefense Discretionary,"1,074",2017
354,August 2011 Baseline,7. Nondefense Discretionary,"1,075",2018
354,August 2011 Baseline,7. Nondefense Discretionary,"1,076",2019
354,August 2011 Baseline,7. Nondefense Discretionary,"1,077",2020
354,August 2011 Baseline,7. Nondefense Discretionary,"1,078",2021
354,August 2011 Baseline,8. Net Interest,"1,079",2011
354,August 2011 Baseline,8. Net Interest,"1,080",2012
354,August 2011 Baseline,8. Net Interest,"1,081",2013
354,August 2011 Baseline,8. Net Interest,"1,082",2014
354,August 2011 Baseline,8. Net Interest,"1,083",2015
354,August 2011 Baseline,8. Net Interest,"1,084",2016
354,August 2011 Baseline,8. Net Interest,"1,085",2017
354,August 2011 Baseline,8. Net Interest,"1,086",2018
354,August 2011 Baseline,8. Net Interest,"1,087",2019
354,August 2011 Baseline,8. Net Interest,"1,088",2020
354,August 2011 Baseline,8. Net Interest,"1,089",2021
354,August 2011 Baseline,9. Total Outlays,"1,090",2011
354,August 2011 Baseline,9. Total Outlays,"1,091",2012
354,August 2011 Baseline,9. Total Outlays,"1,092",2013
354,August 2011 Baseline,9. Total Outlays,"1,093",2014
354,August 2011 Baseline,9. Total Outlays,"1,094",2015
354,August 2011 Baseline,9. Total Outlays,"1,095",2016
354,August 2011 Baseline,9. Total Outlays,"1,096",2017
354,August 2011 Baseline,9. Total Outlays,"1,097",2018
354,August 2011 Baseline,9. Total Outlays,"1,098",2019
354,August 2011 Baseline,9. Total Outlays,"1,099",2020
354,August 2011 Baseline,9. Total Outlays,"1,100",2021
364,January 2012 Baseline,0. Mandatory,"1,101",2012
364,January 2012 Baseline,0. Mandatory,"1,102",2013
364,January 2012 Baseline,0. Mandatory,"1,103",2014
364,January 2012 Baseline,0. Mandatory,"1,104",2015
364,January 2012 Baseline,0. Mandatory,"1,105",2016
364,January 2012 Baseline,0. Mandatory,"1,106",2017
364,January 2012 Baseline,0. Mandatory,"1,107",2018
364,January 2012 Baseline,0. Mandatory,"1,108",2019
364,January 2012 Baseline,0. Mandatory,"1,109",2020
364,January 2012 Baseline,0. Mandatory,"1,110",2021
364,January 2012 Baseline,0. Mandatory,"1,111",2022
364,January 2012 Baseline,1. Social Security,"1,112",2012
364,January 2012 Baseline,1. Social Security,"1,113",2013
364,January 2012 Baseline,1. Social Security,"1,114",2014
364,January 2012 Baseline,1. Social Security,"1,115",2015
364,January 2012 Baseline,1. Social Security,"1,116",2016
364,January 2012 Baseline,1. Social Security,"1,117",2017
364,January 2012 Baseline,1. Social Security,"1,118",2018
364,January 2012 Baseline,1. Social Security,"1,119",2019
364,January 2012 Baseline,1. Social Security,"1,120",2020
364,January 2012 Baseline,1. Social Security,"1,121",2021
364,January 2012 Baseline,1. Social Security,"1,122",2022
364,January 2012 Baseline,2. Medicare,"1,123",2012
364,January 2012 Baseline,2. Medicare,"1,124",2013
364,January 2012 Baseline,2. Medicare,"1,125",2014
364,January 2012 Baseline,2. Medicare,"1,126",2015
364,January 2012 Baseline,2. Medicare,"1,127",2016
364,January 2012 Baseline,2. Medicare,"1,128",2017
364,January 2012 Baseline,2. Medicare,"1,129",2018
364,January 2012 Baseline,2. Medicare,"1,130",2019
364,January 2012 Baseline,2. Medicare,"1,131",2020
364,January 2012 Baseline,2. Medicare,"1,132",2021
364,January 2012 Baseline,2. Medicare,"1,133",2022
364,January 2012 Baseline,3. Medicaid,"1,134",2012
364,January 2012 Baseline,3. Medicaid,"1,135",2013
364,January 2012 Baseline,3. Medicaid,"1,136",2014
364,January 2012 Baseline,3. Medicaid,"1,137",2015
364,January 2012 Baseline,3. Medicaid,"1,138",2016
364,January 2012 Baseline,3. Medicaid,"1,139",2017
364,January 2012 Baseline,3. Medicaid,"1,140",2018
364,January 2012 Baseline,3. Medicaid,"1,141",2019
364,January 2012 Baseline,3. Medicaid,"1,142",2020
364,January 2012 Baseline,3. Medicaid,"1,143",2021
364,January 2012 Baseline,3. Medicaid,"1,144",2022
364,January 2012 Baseline,4. Other Mandatory,"1,145",2012
364,January 2012 Baseline,4. Other Mandatory,"1,146",2013
364,January 2012 Baseline,4. Other Mandatory,"1,147",2014
364,January 2012 Baseline,4. Other Mandatory,"1,148",2015
364,January 2012 Baseline,4. Other Mandatory,"1,149",2016
364,January 2012 Baseline,4. Other Mandatory,"1,150",2017
364,January 2012 Baseline,4. Other Mandatory,"1,151",2018
364,January 2012 Baseline,4. Other Mandatory,"1,152",2019
364,January 2012 Baseline,4. Other Mandatory,"1,153",2020
364,January 2012 Baseline,4. Other Mandatory,"1,154",2021
364,January 2012 Baseline,4. Other Mandatory,"1,155",2022
364,January 2012 Baseline,5. Discretionary,"1,156",2012
364,January 2012 Baseline,5. Discretionary,"1,157",2013
364,January 2012 Baseline,5. Discretionary,"1,158",2014
364,January 2012 Baseline,5. Discretionary,"1,159",2015
364,January 2012 Baseline,5. Discretionary,"1,160",2016
364,January 2012 Baseline,5. Discretionary,"1,161",2017
364,January 2012 Baseline,5. Discretionary,"1,162",2018
364,January 2012 Baseline,5. Discretionary,"1,163",2019
364,January 2012 Baseline,5. Discretionary,"1,164",2020
364,January 2012 Baseline,5. Discretionary,"1,165",2021
364,January 2012 Baseline,5. Discretionary,"1,166",2022
364,January 2012 Baseline,6. Defense Discretionary,"1,167",2012
364,January 2012 Baseline,6. Defense Discretionary,"1,168",2013
364,January 2012 Baseline,6. Defense Discretionary,"1,169",2014
364,January 2012 Baseline,6. Defense Discretionary,"1,170",2015
364,January 2012 Baseline,6. Defense Discretionary,"1,171",2016
364,January 2012 Baseline,6. Defense Discretionary,"1,172",2017
364,January 2012 Baseline,6. Defense Discretionary,"1,173",2018
364,January 2012 Baseline,6. Defense Discretionary,"1,174",2019
364,January 2012 Baseline,6. Defense Discretionary,"1,175",2020
364,January 2012 Baseline,6. Defense Discretionary,"1,176",2021
364,January 2012 Baseline,6. Defense Discretionary,"1,177",2022
364,January 2012 Baseline,7. Nondefense Discretionary,"1,178",2012
364,January 2012 Baseline,7. Nondefense Discretionary,"1,179",2013
364,January 2012 Baseline,7. Nondefense Discretionary,"1,180",2014
364,January 2012 Baseline,7. Nondefense Discretionary,"1,181",2015
364,January 2012 Baseline,7. Nondefense Discretionary,"1,182",2016
364,January 2012 Baseline,7. Nondefense Discretionary,"1,183",2017
364,January 2012 Baseline,7. Nondefense Discretionary,"1,184",2018
364,January 2012 Baseline,7. Nondefense Discretionary,"1,185",2019
364,January 2012 Baseline,7. Nondefense Discretionary,"1,186",2020
364,January 2012 Baseline,7. Nondefense Discretionary,"1,187",2021
364,January 2012 Baseline,7. Nondefense Discretionary,"1,188",2022
364,January 2012 Baseline,8. Net Interest,"1,189",2012
364,January 2012 Baseline,8. Net Interest,"1,190",2013
364,January 2012 Baseline,8. Net Interest,"1,191",2014
364,January 2012 Baseline,8. Net Interest,"1,192",2015
364,January 2012 Baseline,8. Net Interest,"1,193",2016
364,January 2012 Baseline,8. Net Interest,"1,194",2017
364,January 2012 Baseline,8. Net Interest,"1,195",2018
364,January 2012 Baseline,8. Net Interest,"1,196",2019
364,January 2012 Baseline,8. Net Interest,"1,197",2020
364,January 2012 Baseline,8. Net Interest,"1,198",2021
364,January 2012 Baseline,8. Net Interest,"1,199",2022
364,January 2012 Baseline,9. Total Outlays,"1,200",2012
364,January 2012 Baseline,9. Total Outlays,"1,201",2013
364,January 2012 Baseline,9. Total Outlays,"1,202",2014
364,January 2012 Baseline,9. Total Outlays,"1,203",2015
364,January 2012 Baseline,9. Total Outlays,"1,204",2016
364,January 2012 Baseline,9. Total Outlays,"1,205",2017
364,January 2012 Baseline,9. Total Outlays,"1,206",2018
364,January 2012 Baseline,9. Total Outlays,"1,207",2019
364,January 2012 Baseline,9. Total Outlays,"1,208",2020
364,January 2012 Baseline,9. Total Outlays,"1,209",2021
364,January 2012 Baseline,9. Total Outlays,"1,210",2022
374,March 2012 Baseline,0. Mandatory,"1,211",2012
374,March 2012 Baseline,0. Mandatory,"1,212",2013
374,March 2012 Baseline,0. Mandatory,"1,213",2014
374,March 2012 Baseline,0. Mandatory,"1,214",2015
374,March 2012 Baseline,0. Mandatory,"1,215",2016
374,March 2012 Baseline,0. Mandatory,"1,216",2017
374,March 2012 Baseline,0. Mandatory,"1,217",2018
374,March 2012 Baseline,0. Mandatory,"1,218",2019
374,March 2012 Baseline,0. Mandatory,"1,219",2020
374,March 2012 Baseline,0. Mandatory,"1,220",2021
374,March 2012 Baseline,0. Mandatory,"1,221",2022
374,March 2012 Baseline,1. Social Security,"1,222",2012
374,March 2012 Baseline,1. Social Security,"1,223",2013
374,March 2012 Baseline,1. Social Security,"1,224",2014
374,March 2012 Baseline,1. Social Security,"1,225",2015
374,March 2012 Baseline,1. Social Security,"1,226",2016
374,March 2012 Baseline,1. Social Security,"1,227",2017
374,March 2012 Baseline,1. Social Security,"1,228",2018
374,March 2012 Baseline,1. Social Security,"1,229",2019
374,March 2012 Baseline,1. Social Security,"1,230",2020
374,March 2012 Baseline,1. Social Security,"1,231",2021
374,March 2012 Baseline,1. Social Security,"1,232",2022
374,March 2012 Baseline,2. Medicare,"1,233",2012
374,March 2012 Baseline,2. Medicare,"1,234",2013
374,March 2012 Baseline,2. Medicare,"1,235",2014
374,March 2012 Baseline,2. Medicare,"1,236",2015
374,March 2012 Baseline,2. Medicare,"1,237",2016
374,March 2012 Baseline,2. Medicare,"1,238",2017
374,March 2012 Baseline,2. Medicare,"1,239",2018
374,March 2012 Baseline,2. Medicare,"1,240",2019
374,March 2012 Baseline,2. Medicare,"1,241",2020
374,March 2012 Baseline,2. Medicare,"1,242",2021
374,March 2012 Baseline,2. Medicare,"1,243",2022
374,March 2012 Baseline,3. Medicaid,"1,244",2012
374,March 2012 Baseline,3. Medicaid,"1,245",2013
374,March 2012 Baseline,3. Medicaid,"1,246",2014
374,March 2012 Baseline,3. Medicaid,"1,247",2015
374,March 2012 Baseline,3. Medicaid,"1,248",2016
374,March 2012 Baseline,3. Medicaid,"1,249",2017
374,March 2012 Baseline,3. Medicaid,"1,250",2018
374,March 2012 Baseline,3. Medicaid,"1,251",2019
374,March 2012 Baseline,3. Medicaid,"1,252",2020
374,March 2012 Baseline,3. Medicaid,"1,253",2021
374,March 2012 Baseline,3. Medicaid,"1,254",2022
374,March 2012 Baseline,4. Other Mandatory,"1,255",2012
374,March 2012 Baseline,4. Other Mandatory,"1,256",2013
374,March 2012 Baseline,4. Other Mandatory,"1,257",2014
374,March 2012 Baseline,4. Other Mandatory,"1,258",2015
374,March 2012 Baseline,4. Other Mandatory,"1,259",2016
374,March 2012 Baseline,4. Other Mandatory,"1,260",2017
374,March 2012 Baseline,4. Other Mandatory,"1,261",2018
374,March 2012 Baseline,4. Other Mandatory,"1,262",2019
374,March 2012 Baseline,4. Other Mandatory,"1,263",2020
374,March 2012 Baseline,4. Other Mandatory,"1,264",2021
374,March 2012 Baseline,4. Other Mandatory,"1,265",2022
374,March 2012 Baseline,5. Discretionary,"1,266",2012
374,March 2012 Baseline,5. Discretionary,"1,267",2013
374,March 2012 Baseline,5. Discretionary,"1,268",2014
374,March 2012 Baseline,5. Discretionary,"1,269",2015
374,March 2012 Baseline,5. Discretionary,"1,270",2016
374,March 2012 Baseline,5. Discretionary,"1,271",2017
374,March 2012 Baseline,5. Discretionary,"1,272",2018
374,March 2012 Baseline,5. Discretionary,"1,273",2019
374,March 2012 Baseline,5. Discretionary,"1,274",2020
374,March 2012 Baseline,5. Discretionary,"1,275",2021
374,March 2012 Baseline,5. Discretionary,"1,276",2022
374,March 2012 Baseline,6. Defense Discretionary,"1,277",2012
374,March 2012 Baseline,6. Defense Discretionary,"1,278",2013
374,March 2012 Baseline,6. Defense Discretionary,"1,279",2014
374,March 2012 Baseline,6. Defense Discretionary,"1,280",2015
374,March 2012 Baseline,6. Defense Discretionary,"1,281",2016
374,March 2012 Baseline,6. Defense Discretionary,"1,282",2017
374,March 2012 Baseline,6. Defense Discretionary,"1,283",2018
374,March 2012 Baseline,6. Defense Discretionary,"1,284",2019
374,March 2012 Baseline,6. Defense Discretionary,"1,285",2020
374,March 2012 Baseline,6. Defense Discretionary,"1,286",2021
374,March 2012 Baseline,6. Defense Discretionary,"1,287",2022
374,March 2012 Baseline,7. Nondefense Discretionary,"1,288",2012
374,March 2012 Baseline,7. Nondefense Discretionary,"1,289",2013
374,March 2012 Baseline,7. Nondefense Discretionary,"1,290",2014
374,March 2012 Baseline,7. Nondefense Discretionary,"1,291",2015
374,March 2012 Baseline,7. Nondefense Discretionary,"1,292",2016
374,March 2012 Baseline,7. Nondefense Discretionary,"1,293",2017
374,March 2012 Baseline,7. Nondefense Discretionary,"1,294",2018
374,March 2012 Baseline,7. Nondefense Discretionary,"1,295",2019
374,March 2012 Baseline,7. Nondefense Discretionary,"1,296",2020
374,March 2012 Baseline,7. Nondefense Discretionary,"1,297",2021
374,March 2012 Baseline,7. Nondefense Discretionary,"1,298",2022
374,March 2012 Baseline,8. Net Interest,"1,299",2012
374,March 2012 Baseline,8. Net Interest,"1,300",2013
374,March 2012 Baseline,8. Net Interest,"1,301",2014
374,March 2012 Baseline,8. Net Interest,"1,302",2015
374,March 2012 Baseline,8. Net Interest,"1,303",2016
374,March 2012 Baseline,8. Net Interest,"1,304",2017
374,March 2012 Baseline,8. Net Interest,"1,305",2018
374,March 2012 Baseline,8. Net Interest,"1,306",2019
374,March 2012 Baseline,8. Net Interest,"1,307",2020
374,March 2012 Baseline,8. Net Interest,"1,308",2021
374,March 2012 Baseline,8. Net Interest,"1,309",2022
374,March 2012 Baseline,9. Total Outlays,"1,310",2012
374,March 2012 Baseline,9. Total Outlays,"1,311",2013
374,March 2012 Baseline,9. Total Outlays,"1,312",2014
374,March 2012 Baseline,9. Total Outlays,"1,313",2015
374,March 2012 Baseline,9. Total Outlays,"1,314",2016
374,March 2012 Baseline,9. Total Outlays,"1,315",2017
374,March 2012 Baseline,9. Total Outlays,"1,316",2018
374,March 2012 Baseline,9. Total Outlays,"1,317",2019
374,March 2012 Baseline,9. Total Outlays,"1,318",2020
374,March 2012 Baseline,9. Total Outlays,"1,319",2021
374,March 2012 Baseline,9. Total Outlays,"1,320",2022
384,August 2012 Baseline,0. Mandatory,"1,321",2012
384,August 2012 Baseline,0. Mandatory,"1,322",2013
384,August 2012 Baseline,0. Mandatory,"1,323",2014
384,August 2012 Baseline,0. Mandatory,"1,324",2015
384,August 2012 Baseline,0. Mandatory,"1,325",2016
384,August 2012 Baseline,0. Mandatory,"1,326",2017
384,August 2012 Baseline,0. Mandatory,"1,327",2018
384,August 2012 Baseline,0. Mandatory,"1,328",2019
384,August 2012 Baseline,0. Mandatory,"1,329",2020
384,August 2012 Baseline,0. Mandatory,"1,330",2021
384,August 2012 Baseline,0. Mandatory,"1,331",2022
384,August 2012 Baseline,1. Social Security,"1,332",2012
384,August 2012 Baseline,1. Social Security,"1,333",2013
384,August 2012 Baseline,1. Social Security,"1,334",2014
384,August 2012 Baseline,1. Social Security,"1,335",2015
384,August 2012 Baseline,1. Social Security,"1,336",2016
384,August 2012 Baseline,1. Social Security,"1,337",2017
384,August 2012 Baseline,1. Social Security,"1,338",2018
384,August 2012 Baseline,1. Social Security,"1,339",2019
384,August 2012 Baseline,1. Social Security,"1,340",2020
384,August 2012 Baseline,1. Social Security,"1,341",2021
384,August 2012 Baseline,1. Social Security,"1,342",2022
384,August 2012 Baseline,2. Medicare,"1,343",2012
384,August 2012 Baseline,2. Medicare,"1,344",2013
384,August 2012 Baseline,2. Medicare,"1,345",2014
384,August 2012 Baseline,2. Medicare,"1,346",2015
384,August 2012 Baseline,2. Medicare,"1,347",2016
384,August 2012 Baseline,2. Medicare,"1,348",2017
384,August 2012 Baseline,2. Medicare,"1,349",2018
384,August 2012 Baseline,2. Medicare,"1,350",2019
384,August 2012 Baseline,2. Medicare,"1,351",2020
384,August 2012 Baseline,2. Medicare,"1,352",2021
384,August 2012 Baseline,2. Medicare,"1,353",2022
384,August 2012 Baseline,3. Medicaid,"1,354",2012
384,August 2012 Baseline,3. Medicaid,"1,355",2013
384,August 2012 Baseline,3. Medicaid,"1,356",2014
384,August 2012 Baseline,3. Medicaid,"1,357",2015
384,August 2012 Baseline,3. Medicaid,"1,358",2016
384,August 2012 Baseline,3. Medicaid,"1,359",2017
384,August 2012 Baseline,3. Medicaid,"1,360",2018
384,August 2012 Baseline,3. Medicaid,"1,361",2019
384,August 2012 Baseline,3. Medicaid,"1,362",2020
384,August 2012 Baseline,3. Medicaid,"1,363",2021
384,August 2012 Baseline,3. Medicaid,"1,364",2022
384,August 2012 Baseline,4. Other Mandatory,"1,365",2012
384,August 2012 Baseline,4. Other Mandatory,"1,366",2013
384,August 2012 Baseline,4. Other Mandatory,"1,367",2014
384,August 2012 Baseline,4. Other Mandatory,"1,368",2015
384,August 2012 Baseline,4. Other Mandatory,"1,369",2016
384,August 2012 Baseline,4. Other Mandatory,"1,370",2017
384,August 2012 Baseline,4. Other Mandatory,"1,371",2018
384,August 2012 Baseline,4. Other Mandatory,"1,372",2019
384,August 2012 Baseline,4. Other Mandatory,"1,373",2020
384,August 2012 Baseline,4. Other Mandatory,"1,374",2021
384,August 2012 Baseline,4. Other Mandatory,"1,375",2022
384,August 2012 Baseline,5. Discretionary,"1,376",2012
384,August 2012 Baseline,5. Discretionary,"1,377",2013
384,August 2012 Baseline,5. Discretionary,"1,378",2014
384,August 2012 Baseline,5. Discretionary,"1,379",2015
384,August 2012 Baseline,5. Discretionary,"1,380",2016
384,August 2012 Baseline,5. Discretionary,"1,381",2017
384,August 2012 Baseline,5. Discretionary,"1,382",2018
384,August 2012 Baseline,5. Discretionary,"1,383",2019
384,August 2012 Baseline,5. Discretionary,"1,384",2020
384,August 2012 Baseline,5. Discretionary,"1,385",2021
384,August 2012 Baseline,5. Discretionary,"1,386",2022
384,August 2012 Baseline,6. Defense Discretionary,"1,387",2012
384,August 2012 Baseline,6. Defense Discretionary,"1,388",2013
