PsetID,Program,Outlays,Year
394,Medicaid,600,2023
404,Medicaid,600,2023
414,Medicaid,600,2024
424,Medicaid,600,2024
434,Medicaid,600,2024
444,Medicaid,600,2025
454,Medicaid,600,2025
464,Medicaid,600,2025
474,Medicaid,600,2026
484,Medicaid,600,2026
494,Medicaid,600,2026
504,Medicaid,600,2027
514,Medicaid,600,2027
524,Medicaid,600,2028
540,Medicaid,600,2028
544,Medicaid,600,2029
554,Medicaid,600,2029
564,Medicaid,600,2029
574,Medicaid,600,2030
584,Medicaid,600,2030
594,Medicaid,600,2030
604,Medicaid,600,2031
374,Mandatory,600,2012
394,Mandatory,600,2013
494,Mandatory,600,2016
474,Mandatory,600,2016
464,Mandatory,600,2015
544,Mandatory,600,2019
584,Mandatory,600,2020
414,Mandatory,600,2014
524,Mandatory,600,2018
434,Mandatory,600,2014
424,Mandatory,600,2014
354,Mandatory,600,2011
504,Mandatory,600,2017
404,Mandatory,600,2013
284,Mandatory,600,2009
364,Mandatory,600,2012
334,Mandatory,600,2011
540,Mandatory,600,2018
384,Mandatory,600,2012
574,Mandatory,600,2020
304,Mandatory,600,2010
454,Mandatory,600,2015
254,Mandatory,600,2009
554,Mandatory,600,2019
314,Mandatory,600,2010
564,Mandatory,600,2019
484,Mandatory,600,2016
594,Mandatory,600,2020
324,Mandatory,600,2010
604,Mandatory,600,2021
514,Mandatory,600,2017
264,Mandatory,600,2009
344,Mandatory,600,2011
294,Mandatory,600,2010
444,Mandatory,600,2015
494,Mandatory,600,2017
414,Mandatory,600,2015
374,Mandatory,600,2013
584,Mandatory,600,2021
514,Mandatory,600,2018
324,Mandatory,600,2011
254,Mandatory,600,2010
474,Mandatory,600,2017
540,Mandatory,600,2019
434,Mandatory,600,2015
344,Mandatory,600,2012
444,Mandatory,600,2016
264,Mandatory,600,2010
364,Mandatory,600,2013
554,Mandatory,600,2020
574,Mandatory,600,2021
294,Mandatory,600,2011
604,Mandatory,600,2022
464,Mandatory,600,2016
384,Mandatory,600,2013
544,Mandatory,600,2020
594,Mandatory,600,2021
424,Mandatory,600,2015
484,Mandatory,600,2017
524,Mandatory,600,2019
404,Mandatory,600,2014
314,Mandatory,600,2011
334,Mandatory,600,2012
394,Mandatory,600,2014
564,Mandatory,600,2020
354,Mandatory,600,2012
504,Mandatory,600,2018
284,Mandatory,600,2010
454,Mandatory,600,2016
304,Mandatory,600,2011
264,Mandatory,600,2011
524,Mandatory,600,2020
304,Mandatory,600,2012
574,Mandatory,600,2022
424,Mandatory,600,2016
514,Mandatory,600,2019
314,Mandatory,600,2012
334,Mandatory,600,2013
540,Mandatory,600,2020
474,Mandatory,600,2018
594,Mandatory,600,2022
444,Mandatory,600,2017
554,Mandatory,600,2021
324,Mandatory,600,2012
294,Mandatory,600,2012
604,Mandatory,600,2023
494,Mandatory,600,2018
284,Mandatory,600,2011
584,Mandatory,600,2022
434,Mandatory,600,2016
364,Mandatory,600,2014
344,Mandatory,600,2013
484,Mandatory,600,2018
394,Mandatory,600,2015
254,Mandatory,600,2011
564,Mandatory,600,2021
404,Mandatory,600,2015
544,Mandatory,600,2021
464,Mandatory,600,2017
384,Mandatory,600,2014
374,Mandatory,600,2014
354,Mandatory,600,2013
454,Mandatory,600,2017
504,Mandatory,600,2019
414,Mandatory,600,2016
424,Mandatory,600,2017
354,Mandatory,600,2014
540,Mandatory,600,2021
314,Mandatory,600,2013
344,Mandatory,600,2014
504,Mandatory,600,2020
304,Mandatory,600,2013
294,Mandatory,600,2013
324,Mandatory,600,2013
454,Mandatory,600,2018
494,Mandatory,600,2019
464,Mandatory,600,2018
584,Mandatory,600,2023
514,Mandatory,600,2020
284,Mandatory,600,2012
564,Mandatory,600,2022
544,Mandatory,600,2022
474,Mandatory,600,2019
524,Mandatory,600,2021
334,Mandatory,600,2014
444,Mandatory,600,2018
434,Mandatory,600,2017
254,Mandatory,600,2012
404,Mandatory,600,2016
364,Mandatory,600,2015
574,Mandatory,600,2023
394,Mandatory,600,2016
604,Mandatory,600,2024
384,Mandatory,600,2015
374,Mandatory,600,2015
594,Mandatory,600,2023
554,Mandatory,600,2022
484,Mandatory,600,2019
414,Mandatory,600,2017
264,Mandatory,600,2012
514,Mandatory,600,2021
344,Mandatory,600,2015
484,Mandatory,600,2020
564,Mandatory,600,2023
384,Mandatory,600,2016
554,Mandatory,600,2023
294,Mandatory,600,2014
354,Mandatory,600,2015
454,Mandatory,600,2019
464,Mandatory,600,2019
284,Mandatory,600,2013
304,Mandatory,600,2014
574,Mandatory,600,2024
314,Mandatory,600,2014
524,Mandatory,600,2022
394,Mandatory,600,2017
334,Mandatory,600,2015
444,Mandatory,600,2019
254,Mandatory,600,2013
404,Mandatory,600,2017
474,Mandatory,600,2020
414,Mandatory,600,2018
374,Mandatory,600,2016
594,Mandatory,600,2024
494,Mandatory,600,2020
604,Mandatory,600,2025
544,Mandatory,600,2023
540,Mandatory,600,2022
504,Mandatory,600,2021
264,Mandatory,600,2013
364,Mandatory,600,2016
584,Mandatory,600,2024
424,Mandatory,600,2018
324,Mandatory,600,2014
434,Mandatory,600,2018
604,Mandatory,600,2026
464,Mandatory,600,2020
294,Mandatory,600,2015
384,Mandatory,600,2017
284,Mandatory,600,2014
524,Mandatory,600,2023
594,Mandatory,600,2025
554,Mandatory,600,2024
354,Mandatory,600,2016
304,Mandatory,600,2015
334,Mandatory,600,2016
254,Mandatory,600,2014
404,Mandatory,600,2018
314,Mandatory,600,2015
494,Mandatory,600,2021
394,Mandatory,600,2018
324,Mandatory,600,2015
454,Mandatory,600,2020
414,Mandatory,600,2019
504,Mandatory,600,2022
374,Mandatory,600,2017
584,Mandatory,600,2025
264,Mandatory,600,2014
474,Mandatory,600,2021
364,Mandatory,600,2017
544,Mandatory,600,2024
540,Mandatory,600,2023
564,Mandatory,600,2024
514,Mandatory,600,2022
424,Mandatory,600,2019
484,Mandatory,600,2021
344,Mandatory,600,2016
434,Mandatory,600,2019
574,Mandatory,600,2025
444,Mandatory,600,2020
504,Mandatory,600,2023
364,Mandatory,600,2018
474,Mandatory,600,2022
414,Mandatory,600,2020
284,Mandatory,600,2015
494,Mandatory,600,2022
434,Mandatory,600,2020
324,Mandatory,600,2016
354,Mandatory,600,2017
584,Mandatory,600,2026
454,Mandatory,600,2021
524,Mandatory,600,2024
334,Mandatory,600,2017
374,Mandatory,600,2018
564,Mandatory,600,2025
464,Mandatory,600,2021
394,Mandatory,600,2019
540,Mandatory,600,2024
404,Mandatory,600,2019
254,Mandatory,600,2015
544,Mandatory,600,2025
384,Mandatory,600,2018
484,Mandatory,600,2022
294,Mandatory,600,2016
264,Mandatory,600,2015
574,Mandatory,600,2026
514,Mandatory,600,2023
444,Mandatory,600,2021
424,Mandatory,600,2020
314,Mandatory,600,2016
344,Mandatory,600,2017
604,Mandatory,600,2027
304,Mandatory,600,2016
594,Mandatory,600,2026
554,Mandatory,600,2025
434,Mandatory,600,2021
364,Mandatory,600,2019
554,Mandatory,600,2026
564,Mandatory,600,2026
454,Mandatory,600,2022
514,Mandatory,600,2024
334,Mandatory,600,2018
254,Mandatory,600,2016
404,Mandatory,600,2020
394,Mandatory,600,2020
324,Mandatory,600,2017
444,Mandatory,600,2022
414,Mandatory,600,2021
574,Mandatory,600,2027
374,Mandatory,600,2019
384,Mandatory,600,2019
264,Mandatory,600,2016
484,Mandatory,600,2023
304,Mandatory,600,2017
594,Mandatory,600,2027
354,Mandatory,600,2018
544,Mandatory,600,2026
424,Mandatory,600,2021
540,Mandatory,600,2025
464,Mandatory,600,2022
604,Mandatory,600,2028
314,Mandatory,600,2017
344,Mandatory,600,2018
494,Mandatory,600,2023
294,Mandatory,600,2017
584,Mandatory,600,2027
504,Mandatory,600,2024
284,Mandatory,600,2016
474,Mandatory,600,2023
524,Mandatory,600,2025
314,Mandatory,600,2018
404,Mandatory,600,2021
394,Mandatory,600,2021
444,Mandatory,600,2023
604,Mandatory,600,2029
464,Mandatory,600,2023
304,Mandatory,600,2018
524,Mandatory,600,2026
334,Mandatory,600,2019
594,Mandatory,600,2028
544,Mandatory,600,2027
254,Mandatory,600,2017
424,Mandatory,600,2022
364,Mandatory,600,2020
474,Mandatory,600,2024
294,Mandatory,600,2018
264,Mandatory,600,2017
494,Mandatory,600,2024
324,Mandatory,600,2018
584,Mandatory,600,2028
354,Mandatory,600,2019
344,Mandatory,600,2019
564,Mandatory,600,2027
504,Mandatory,600,2025
454,Mandatory,600,2023
434,Mandatory,600,2022
554,Mandatory,600,2027
384,Mandatory,600,2020
484,Mandatory,600,2024
374,Mandatory,600,2020
540,Mandatory,600,2026
284,Mandatory,600,2017
414,Mandatory,600,2022
514,Mandatory,600,2025
574,Mandatory,600,2028
314,Mandatory,600,2019
494,Mandatory,600,2025
504,Mandatory,600,2026
374,Mandatory,600,2021
304,Mandatory,600,2019
354,Mandatory,600,2020
584,Mandatory,600,2029
414,Mandatory,600,2023
474,Mandatory,600,2025
434,Mandatory,600,2023
294,Mandatory,600,2019
424,Mandatory,600,2023
564,Mandatory,600,2028
284,Mandatory,600,2018
454,Mandatory,600,2024
514,Mandatory,600,2026
524,Mandatory,600,2027
364,Mandatory,600,2021
544,Mandatory,600,2028
540,Mandatory,600,2027
464,Mandatory,600,2024
324,Mandatory,600,2019
344,Mandatory,600,2020
254,Mandatory,600,2018
384,Mandatory,600,2021
574,Mandatory,600,2029
444,Mandatory,600,2024
394,Mandatory,600,2022
484,Mandatory,600,2025
404,Mandatory,600,2022
264,Mandatory,600,2018
594,Mandatory,600,2029
554,Mandatory,600,2028
604,Mandatory,600,2030
334,Mandatory,600,2020
564,Mandatory,600,2029
484,Mandatory,600,2026
514,Mandatory,600,2027
604,Mandatory,600,2031
434,Mandatory,600,2024
294,Mandatory,600,2020
554,Mandatory,600,2029
314,Mandatory,600,2020
574,Mandatory,600,2030
384,Mandatory,600,2022
414,Mandatory,600,2024
344,Mandatory,600,2021
444,Mandatory,600,2025
304,Mandatory,600,2020
464,Mandatory,600,2025
324,Mandatory,600,2020
544,Mandatory,600,2029
594,Mandatory,600,2030
540,Mandatory,600,2028
284,Mandatory,600,2019
494,Mandatory,600,2026
374,Mandatory,600,2022
264,Mandatory,600,2019
404,Mandatory,600,2023
364,Mandatory,600,2022
334,Mandatory,600,2021
394,Mandatory,600,2023
354,Mandatory,600,2021
504,Mandatory,600,2027
474,Mandatory,600,2026
584,Mandatory,600,2030
454,Mandatory,600,2025
524,Mandatory,600,2028
254,Mandatory,600,2019
424,Mandatory,600,2024
254,Other Mandatory,600,2009
264,Other Mandatory,600,2009
284,Other Mandatory,600,2009
294,Other Mandatory,600,2010
304,Other Mandatory,600,2010
314,Other Mandatory,600,2010
324,Other Mandatory,600,2010
334,Other Mandatory,600,2011
344,Other Mandatory,600,2011
354,Other Mandatory,600,2011
364,Other Mandatory,600,2012
374,Other Mandatory,600,2012
384,Other Mandatory,600,2012
394,Other Mandatory,600,2013
404,Other Mandatory,600,2013
414,Other Mandatory,600,2014
424,Other Mandatory,600,2014
434,Other Mandatory,600,2014
444,Other Mandatory,600,2015
454,Other Mandatory,600,2015
464,Other Mandatory,600,2015
474,Other Mandatory,600,2016
484,Other Mandatory,600,2016
494,Other Mandatory,600,2016
504,Other Mandatory,600,2017
514,Other Mandatory,600,2017
524,Other Mandatory,600,2018
540,Other Mandatory,600,2018
544,Other Mandatory,600,2019
554,Other Mandatory,600,2019
564,Other Mandatory,600,2019
574,Other Mandatory,600,2020
584,Other Mandatory,600,2020
594,Other Mandatory,600,2020
604,Other Mandatory,600,2021
254,Other Mandatory,600,2010
264,Other Mandatory,600,2010
284,Other Mandatory,600,2010
294,Other Mandatory,600,2011
304,Other Mandatory,600,2011
314,Other Mandatory,600,2011
324,Other Mandatory,600,2011
334,Other Mandatory,600,2012
344,Other Mandatory,600,2012
354,Other Mandatory,600,2012
364,Other Mandatory,600,2013
374,Other Mandatory,600,2013
384,Other Mandatory,600,2013
394,Other Mandatory,600,2014
404,Other Mandatory,600,2014
414,Other Mandatory,600,2015
424,Other Mandatory,600,2015
434,Other Mandatory,600,2015
444,Other Mandatory,600,2016
454,Other Mandatory,600,2016
464,Other Mandatory,600,2016
474,Other Mandatory,600,2017
484,Other Mandatory,600,2017
494,Other Mandatory,600,2017
504,Other Mandatory,600,2018
514,Other Mandatory,600,2018
524,Other Mandatory,600,2019
540,Other Mandatory,600,2019
544,Other Mandatory,600,2020
554,Other Mandatory,600,2020
564,Other Mandatory,600,2020
574,Other Mandatory,600,2021
584,Other Mandatory,600,2021
594,Other Mandatory,600,2021
604,Other Mandatory,600,2022
254,Other Mandatory,600,2011
264,Other Mandatory,600,2011
284,Other Mandatory,600,2011
294,Other Mandatory,600,2012
304,Other Mandatory,600,2012
314,Other Mandatory,600,2012
324,Other Mandatory,600,2012
334,Other Mandatory,600,2013
344,Other Mandatory,600,2013
354,Other Mandatory,600,2013
364,Other Mandatory,600,2014
374,Other Mandatory,600,2014
384,Other Mandatory,600,2014
394,Other Mandatory,600,2015
404,Other Mandatory,600,2015
414,Other Mandatory,600,2016
424,Other Mandatory,600,2016
434,Other Mandatory,600,2016
444,Other Mandatory,600,2017
454,Other Mandatory,600,2017
464,Other Mandatory,600,2017
474,Other Mandatory,600,2018
484,Other Mandatory,600,2018
494,Other Mandatory,600,2018
504,Other Mandatory,600,2019
514,Other Mandatory,600,2019
524,Other Mandatory,600,2020
540,Other Mandatory,600,2020
544,Other Mandatory,600,2021
554,Other Mandatory,600,2021
564,Other Mandatory,600,2021
574,Other Mandatory,600,2022
584,Other Mandatory,600,2022
594,Other Mandatory,600,2022
604,Other Mandatory,600,2023
254,Other Mandatory,600,2012
264,Other Mandatory,600,2012
284,Other Mandatory,600,2012
294,Other Mandatory,600,2013
304,Other Mandatory,600,2013
314,Other Mandatory,600,2013
324,Other Mandatory,600,2013
334,Other Mandatory,600,2014
344,Other Mandatory,600,2014
354,Other Mandatory,600,2014
364,Other Mandatory,600,2015
374,Other Mandatory,600,2015
384,Other Mandatory,600,2015
394,Other Mandatory,600,2016
404,Other Mandatory,600,2016
414,Other Mandatory,600,2017
424,Other Mandatory,600,2017
434,Other Mandatory,600,2017
444,Other Mandatory,600,2018
454,Other Mandatory,600,2018
464,Other Mandatory,600,2018
474,Other Mandatory,600,2019
484,Other Mandatory,600,2019
494,Other Mandatory,600,2019
504,Other Mandatory,600,2020
514,Other Mandatory,600,2020
524,Other Mandatory,600,2021
540,Other Mandatory,600,2021
544,Other Mandatory,600,2022
554,Other Mandatory,600,2022
564,Other Mandatory,600,2022
574,Other Mandatory,600,2023
584,Other Mandatory,600,2023
594,Other Mandatory,600,2023
604,Other Mandatory,600,2024
254,Other Mandatory,600,2013
264,Other Mandatory,600,2013
284,Other Mandatory,600,2013
294,Other Mandatory,600,2014
304,Other Mandatory,600,2014
314,Other Mandatory,600,2014
324,Other Mandatory,600,2014
334,Other Mandatory,600,2015
344,Other Mandatory,600,2015
354,Other Mandatory,600,2015
364,Other Mandatory,600,2016
374,Other Mandatory,600,2016
384,Other Mandatory,600,2016
394,Other Mandatory,600,2017
404,Other Mandatory,600,2017
414,Other Mandatory,600,2018
424,Other Mandatory,600,2018
434,Other Mandatory,600,2018
444,Other Mandatory,600,2019
454,Other Mandatory,600,2019
464,Other Mandatory,600,2019
474,Other Mandatory,600,2020
484,Other Mandatory,600,2020
494,Other Mandatory,600,2020
504,Other Mandatory,600,2021
514,Other Mandatory,600,2021
524,Other Mandatory,600,2022
540,Other Mandatory,600,2022
544,Other Mandatory,600,2023
554,Other Mandatory,600,2023
564,Other Mandatory,600,2023
574,Other Mandatory,600,2024
584,Other Mandatory,600,2024
594,Other Mandatory,600,2024
604,Other Mandatory,600,2025
254,Other Mandatory,600,2014
264,Other Mandatory,600,2014
284,Other Mandatory,600,2014
294,Other Mandatory,600,2015
304,Other Mandatory,600,2015
314,Other Mandatory,600,2015
324,Other Mandatory,600,2015
334,Other Mandatory,600,2016
344,Other Mandatory,600,2016
354,Other Mandatory,600,2016
364,Other Mandatory,600,2017
374,Other Mandatory,600,2017
384,Other Mandatory,600,2017
394,Other Mandatory,600,2018
404,Other Mandatory,600,2018
414,Other Mandatory,600,2019
424,Other Mandatory,600,2019
434,Other Mandatory,600,2019
444,Other Mandatory,600,2020
454,Other Mandatory,600,2020
464,Other Mandatory,600,2020
474,Other Mandatory,600,2021
484,Other Mandatory,600,2021
494,Other Mandatory,600,2021
504,Other Mandatory,600,2022
514,Other Mandatory,600,2022
524,Other Mandatory,600,2023
540,Other Mandatory,600,2023
544,Other Mandatory,600,2024
554,Other Mandatory,600,2024
564,Other Mandatory,600,2024
574,Other Mandatory,600,2025
584,Other Mandatory,600,2025
594,Other Mandatory,600,2025
604,Other Mandatory,600,2026
254,Other Mandatory,600,2015
264,Other Mandatory,600,2015
284,Other Mandatory,600,2015
294,Other Mandatory,600,2016
304,Other Mandatory,600,2016
314,Other Mandatory,600,2016
324,Other Mandatory,600,2016
334,Other Mandatory,600,2017
344,Other Mandatory,600,2017
354,Other Mandatory,600,2017
364,Other Mandatory,600,2018
374,Other Mandatory,600,2018
384,Other Mandatory,600,2018
394,Other Mandatory,600,2019
404,Other Mandatory,600,2019
414,Other Mandatory,600,2020
424,Other Mandatory,600,2020
434,Other Mandatory,600,2020
444,Other Mandatory,600,2021
454,Other Mandatory,600,2021
464,Other Mandatory,600,2021
474,Other Mandatory,600,2022
484,Other Mandatory,600,2022
494,Other Mandatory,600,2022
504,Other Mandatory,600,2023
514,Other Mandatory,600,2023
524,Other Mandatory,600,2024
540,Other Mandatory,600,2024
544,Other Mandatory,600,2025
554,Other Mandatory,600,2025
564,Other Mandatory,600,2025
574,Other Mandatory,600,2026
584,Other Mandatory,600,2026
594,Other Mandatory,600,2026
604,Other Mandatory,600,2027
254,Other Mandatory,600,2016
264,Other Mandatory,600,2016
284,Other Mandatory,600,2016
294,Other Mandatory,600,2017
304,Other Mandatory,600,2017
314,Other Mandatory,600,2017
324,Other Mandatory,600,2017
334,Other Mandatory,600,2018
344,Other Mandatory,600,2018
354,Other Mandatory,600,2018
364,Other Mandatory,600,2019
374,Other Mandatory,600,2019
384,Other Mandatory,600,2019
394,Other Mandatory,600,2020
404,Other Mandatory,600,2020
414,Other Mandatory,600,2021
424,Other Mandatory,600,2021
434,Other Mandatory,600,2021
444,Other Mandatory,600,2022
454,Other Mandatory,600,2022
464,Other Mandatory,600,2022
474,Other Mandatory,600,2023
484,Other Mandatory,600,2023
494,Other Mandatory,600,2023
504,Other Mandatory,600,2024
514,Other Mandatory,600,2024
524,Other Mandatory,600,2025
540,Other Mandatory,600,2025
544,Other Mandatory,600,2026
554,Other Mandatory,600,2026
564,Other Mandatory,600,2026
574,Other Mandatory,600,2027
584,Other Mandatory,600,2027
594,Other Mandatory,600,2027
604,Other Mandatory,600,2028
254,Other Mandatory,600,2017
264,Other Mandatory,600,2017
284,Other Mandatory,600,2017
294,Other Mandatory,600,2018
304,Other Mandatory,600,2018
314,Other Mandatory,600,2018
324,Other Mandatory,600,2018
334,Other Mandatory,600,2019
344,Other Mandatory,600,2019
354,Other Mandatory,600,2019
364,Other Mandatory,600,2020
374,Other Mandatory,600,2020
384,Other Mandatory,600,2020
394,Other Mandatory,600,2021
404,Other Mandatory,600,2021
414,Other Mandatory,600,2022
424,Other Mandatory,600,2022
434,Other Mandatory,600,2022
444,Other Mandatory,600,2023
454,Other Mandatory,600,2023
464,Other Mandatory,600,2023
474,Other Mandatory,600,2024
484,Other Mandatory,600,2024
494,Other Mandatory,600,2024
504,Other Mandatory,600,2025
514,Other Mandatory,600,2025
524,Other Mandatory,600,2026
540,Other Mandatory,600,2026
544,Other Mandatory,600,2027
554,Other Mandatory,600,2027
564,Other Mandatory,600,2027
574,Other Mandatory,600,2028
584,Other Mandatory,600,2028
594,Other Mandatory,600,2028
604,Other Mandatory,600,2029
254,Other Mandatory,600,2018
264,Other Mandatory,600,2018
284,Other Mandatory,600,2018
294,Other Mandatory,600,2019
304,Other Mandatory,600,2019
314,Other Mandatory,600,2019
324,Other Mandatory,600,2019
334,Other Mandatory,600,2020
344,Other Mandatory,600,2020
354,Other Mandatory,600,2020
364,Other Mandatory,600,2021
374,Other Mandatory,600,2021
384,Other Mandatory,600,2021
394,Other Mandatory,600,2022
404,Other Mandatory,600,2022
414,Other Mandatory,600,2023
424,Other Mandatory,600,2023
434,Other Mandatory,600,2023
444,Other Mandatory,600,2024
454,Other Mandatory,600,2024
464,Other Mandatory,600,2024
474,Other Mandatory,600,2025
484,Other Mandatory,600,2025
494,Other Mandatory,600,2025
504,Other Mandatory,600,2026
514,Other Mandatory,600,2026
524,Other Mandatory,600,2027
540,Other Mandatory,600,2027
544,Other Mandatory,600,2028
554,Other Mandatory,600,2028
564,Other Mandatory,600,2028
574,Other Mandatory,600,2029
584,Other Mandatory,600,2029
594,Other Mandatory,600,2029
604,Other Mandatory,600,2030
254,Other Mandatory,600,2019
264,Other Mandatory,600,2019
284,Other Mandatory,600,2019
294,Other Mandatory,600,2020
304,Other Mandatory,600,2020
314,Other Mandatory,600,2020
324,Other Mandatory,600,2020
334,Other Mandatory,600,2021
344,Other Mandatory,600,2021
354,Other Mandatory,600,2021
364,Other Mandatory,600,2022
374,Other Mandatory,600,2022
384,Other Mandatory,600,2022
394,Other Mandatory,600,2023
404,Other Mandatory,600,2023
414,Other Mandatory,600,2024
424,Other Mandatory,600,2024
434,Other Mandatory,600,2024
444,Other Mandatory,600,2025
454,Other Mandatory,600,2025
464,Other Mandatory,600,2025
474,Other Mandatory,600,2026
484,Other Mandatory,600,2026
494,Other Mandatory,600,2026
504,Other Mandatory,600,2027
514,Other Mandatory,600,2027
524,Other Mandatory,600,2028
540,Other Mandatory,600,2028
544,Other Mandatory,600,2029
554,Other Mandatory,600,2029
564,Other Mandatory,600,2029
574,Other Mandatory,600,2030
584,Other Mandatory,600,2030
594,Other Mandatory,600,2030
604,Other Mandatory,600,2031
374,Discretionary,600,2012
394,Discretionary,600,2013
494,Discretionary,600,2016
474,Discretionary,600,2016
464,Discretionary,600,2015
544,Discretionary,600,2019
584,Discretionary,600,2020
414,Discretionary,600,2014
524,Discretionary,600,2018
434,Discretionary,600,2014
424,Discretionary,600,2014
354,Discretionary,600,2011
504,Discretionary,600,2017
404,Discretionary,600,2013
284,Discretionary,600,2009
364,Discretionary,600,2012
334,Discretionary,600,2011
540,Discretionary,600,2018
384,Discretionary,600,2012
574,Discretionary,600,2020
304,Discretionary,600,2010
454,Discretionary,600,2015
254,Discretionary,600,2009
554,Discretionary,600,2019
314,Discretionary,600,2010
564,Discretionary,600,2019
484,Discretionary,600,2016
594,Discretionary,600,2020
324,Discretionary,600,2010
604,Discretionary,600,2021
514,Discretionary,600,2017
264,Discretionary,600,2009
344,Discretionary,600,2011
294,Discretionary,600,2010
444,Discretionary,600,2015
494,Discretionary,600,2017
414,Discretionary,600,2015
374,Discretionary,600,2013
584,Discretionary,600,2021
514,Discretionary,600,2018
324,Discretionary,600,2011
254,Discretionary,600,2010
474,Discretionary,600,2017
540,Discretionary,600,2019
434,Discretionary,600,2015
344,Discretionary,600,2012
444,Discretionary,600,2016
264,Discretionary,600,2010
364,Discretionary,600,2013
554,Discretionary,600,2020
574,Discretionary,600,2021
294,Discretionary,600,2011
604,Discretionary,600,2022
464,Discretionary,600,2016
384,Discretionary,600,2013
544,Discretionary,600,2020
594,Discretionary,600,2021
424,Discretionary,600,2015
484,Discretionary,600,2017
524,Discretionary,600,2019
404,Discretionary,600,2014
314,Discretionary,600,2011
334,Discretionary,600,2012
394,Discretionary,600,2014
564,Discretionary,600,2020
354,Discretionary,600,2012
504,Discretionary,600,2018
284,Discretionary,600,2010
454,Discretionary,600,2016
304,Discretionary,600,2011
264,Discretionary,600,2011
524,Discretionary,600,2020
304,Discretionary,600,2012
574,Discretionary,600,2022
424,Discretionary,600,2016
514,Discretionary,600,2019
314,Discretionary,600,2012
334,Discretionary,600,2013
540,Discretionary,600,2020
474,Discretionary,600,2018
594,Discretionary,600,2022
444,Discretionary,600,2017
554,Discretionary,600,2021
324,Discretionary,600,2012
294,Discretionary,600,2012
604,Discretionary,600,2023
494,Discretionary,600,2018
284,Discretionary,600,2011
584,Discretionary,600,2022
434,Discretionary,600,2016
364,Discretionary,600,2014
344,Discretionary,600,2013
484,Discretionary,600,2018
394,Discretionary,600,2015
254,Discretionary,600,2011
564,Discretionary,600,2021
404,Discretionary,600,2015
544,Discretionary,600,2021
464,Discretionary,600,2017
384,Discretionary,600,2014
374,Discretionary,600,2014
354,Discretionary,600,2013
454,Discretionary,600,2017
504,Discretionary,600,2019
414,Discretionary,600,2016
424,Discretionary,600,2017
354,Discretionary,600,2014
540,Discretionary,600,2021
314,Discretionary,600,2013
344,Discretionary,600,2014
504,Discretionary,600,2020
304,Discretionary,600,2013
294,Discretionary,600,2013
324,Discretionary,600,2013
454,Discretionary,600,2018
494,Discretionary,600,2019
464,Discretionary,600,2018
584,Discretionary,600,2023
514,Discretionary,600,2020
284,Discretionary,600,2012
564,Discretionary,600,2022
544,Discretionary,600,2022
474,Discretionary,600,2019
524,Discretionary,600,2021
334,Discretionary,600,2014
444,Discretionary,600,2018
434,Discretionary,600,2017
254,Discretionary,600,2012
404,Discretionary,600,2016
364,Discretionary,600,2015
574,Discretionary,600,2023
394,Discretionary,600,2016
604,Discretionary,600,2024
384,Discretionary,600,2015
374,Discretionary,600,2015
594,Discretionary,600,2023
554,Discretionary,600,2022
484,Discretionary,600,2019
414,Discretionary,600,2017
264,Discretionary,600,2012
514,Discretionary,600,2021
344,Discretionary,600,2015
484,Discretionary,600,2020
564,Discretionary,600,2023
384,Discretionary,600,2016
554,Discretionary,600,2023
294,Discretionary,600,2014
354,Discretionary,600,2015
454,Discretionary,600,2019
464,Discretionary,600,2019
284,Discretionary,600,2013
304,Discretionary,600,2014
574,Discretionary,600,2024
314,Discretionary,600,2014
524,Discretionary,600,2022
394,Discretionary,600,2017
334,Discretionary,600,2015
444,Discretionary,600,2019
254,Discretionary,600,2013
404,Discretionary,600,2017
474,Discretionary,600,2020
414,Discretionary,600,2018
374,Discretionary,600,2016
594,Discretionary,600,2024
494,Discretionary,600,2020
604,Discretionary,600,2025
544,Discretionary,600,2023
540,Discretionary,600,2022
504,Discretionary,600,2021
264,Discretionary,600,2013
364,Discretionary,600,2016
584,Discretionary,600,2024
424,Discretionary,600,2018
324,Discretionary,600,2014
434,Discretionary,600,2018
604,Discretionary,600,2026
464,Discretionary,600,2020
294,Discretionary,600,2015
384,Discretionary,600,2017
284,Discretionary,600,2014
524,Discretionary,600,2023
594,Discretionary,600,2025
554,Discretionary,600,2024
354,Discretionary,600,2016
304,Discretionary,600,2015
334,Discretionary,600,2016
254,Discretionary,600,2014
404,Discretionary,600,2018
314,Discretionary,600,2015
494,Discretionary,600,2021
394,Discretionary,600,2018
324,Discretionary,600,2015
454,Discretionary,600,2020
414,Discretionary,600,2019
504,Discretionary,600,2022
374,Discretionary,600,2017
584,Discretionary,600,2025
264,Discretionary,600,2014
474,Discretionary,600,2021
364,Discretionary,600,2017
544,Discretionary,600,2024
540,Discretionary,600,2023
564,Discretionary,600,2024
514,Discretionary,600,2022
424,Discretionary,600,2019
484,Discretionary,600,2021
344,Discretionary,600,2016
434,Discretionary,600,2019
574,Discretionary,600,2025
444,Discretionary,600,2020
504,Discretionary,600,2023
364,Discretionary,600,2018
474,Discretionary,600,2022
414,Discretionary,600,2020
284,Discretionary,600,2015
494,Discretionary,600,2022
434,Discretionary,600,2020
324,Discretionary,600,2016
354,Discretionary,600,2017
584,Discretionary,600,2026
454,Discretionary,600,2021
524,Discretionary,600,2024
334,Discretionary,600,2017
374,Discretionary,600,2018
